Paper_ID,DOI,Journal,Year,Authors,Country,Title,Institution,Crop,Scientific_Name,Variety,Season,Growth_Duration_Days,Growth_Stage,Cover_Crop,Previous_Crop,Intercrop_Name,Design,Replications,Plot_Size,Spacing_Row,Spacing_Plant,Sample_Size,Location,State,Site,Plot_ID,Block,Experiment_Objective,Sowing_Date,Harvest_Date,Latitude,Longitude,Altitude,Temperature_Max,Temperature_Min,Average_Temperature,Rainfall,Humidity,Solar_Radiation,Wind_Speed,ET0,Climate_Zone,Soil_pH,EC,Organic_Carbon,Organic_Matter,Nitrogen,Phosphorus,Potassium,Sulphur,Iron,Copper,Manganese,Zinc,Calcium,Magnesium,Boron,Molybdenum,Sodium,Chlorine,CEC,Soil_Bulk_Density,Soil_Clay_Pct,Soil_Silt_Pct,Soil_Sand_Pct,Soil_Texture,Soil_Class,Soil_Depth_cm,Treatment,Fertilizer_Name,Organic_Fertilizer,Biofertilizer,Dose,Application_Method,Application_Interval,Fertilizer_Calcium,Fertilizer_Magnesium,Fertilizer_Boron,Fertilizer_Chlorine,Fertilizer_Molybdenum,Shoot_Length_cm,Root_Length_cm,Plant_Height_cm,Shoot_Biomass_g,Root_Biomass_g,Leaf_Area_cm2,Leaf_Number,Tillers,Root_Diameter_mm,SPAD,Moisture_Content,Dry_Matter,Stem_Diameter_mm,Branches,Nodes,Flowers,Plant_Height_30_cm,Plant_Height_60_cm,Plant_Height_90_cm,Plant_Height_120_cm,Leaf_Area_30_cm2,Leaf_Area_60_cm2,Leaf_Area_90_cm2,Leaf_Area_120_cm2,Branches_60,Branches_90,Flowers_60,Yield_per_Plot,Yield_per_Acre,Yield_per_Hectare,Fruit_Number,Fruit_Weight,Fruit_Diameter_mm,Spike_Length,Seeds_per_Spike,100_Seed_Weight,Root_Weight,Pod_Weight,Harvest_Index,Biomass_Yield,FruitWeight_90_g,FruitWeight_120_g,FruitDiameter_90_mm,FruitDiameter_120_mm,YieldPlot_90_g,YieldPlot_120_g,Yield_13pct_Moisture,Marketable_Yield,Biological_Yield,Stover_Yield,Seed_Yield,Pods_Number,Seeds_per_Pod,Weed_Biomass,Protein,Ash,Gluten,Fiber,Carbohydrates,Fat,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Iron_Content,Copper_Content,Zinc_Content,Manganese_Content,Sulphur_Content,Calcium_Content,Magnesium_Content,Boron_Content,Chlorine_Content,Molybdenum_Content,Starch,Oil,Target_Yield,Target_Fertilizer,Target_Nitrogen,Target_Phosphorus,Target_Potassium,Growing_Degree_Days,Heat_Units,Harvest_Index_Calc,Nitrogen_Use_Efficiency,Water_Use_Efficiency,Rainfall_Anomaly,Stress_Index,Disease_Risk_Index,Yield_per_Plant,Yield_per_Plot_Calc,Yield_per_Hectare_Calc,Temp_x_Rainfall,N_x_P,Temp_squared,Rainfall_7d_MA,Temp_7d_MA,Feature_Available_Before_Prediction,Crop_Code,Season_Code,Variety_Code,Fertilizer_Code,Soil_Texture_Code,Country_Code,Predicted_Yield,Expected_Biomass,Expected_Plant_Height,Recommended_Fertilizer,Recommended_Dose,Recommended_Application_Interval,Expected_Yield_Increase,Confidence_Score,Recommendation_Summary,SOC_Mineralization,Residue_C_Decomposition,Potential_Evapotranspiration,Soil_Moisture,Soil_Nitrate_N,Soil_Ammonium_N,Soil_Available_K,Soil_POC,Soil_DOC,Soil_LOC,Soil_MBC,Soil_MBN,Soil_Carbon_Walkley_Black,Soil_Nitrogen_Kjeldahl,Soil_Nitrogen_Alkaline_Permanganate,Soil_Sulphur_Available,Soil_Sulphur_Mehlich3,Soil_NO3,Soil_NH4,Soil_N_Parco2020,Soil_N_DeSilva2008,Soil_Ca_Ammonium_Acetate,Soil_Mg_Ammonium_Acetate,Soil_K_Ammonium_Acetate,Soil_Glucosidase,Soil_Xylosidase,Soil_Cellobiosidase,Beta_Glucosidase,Peroxidase,Polyphenol_Oxidase,N_Acetyl_Glucosaminidase,Leucine_Aminopeptidase,Phosphatase,Catalase,Urease,Dehydrogenase,Bacterial_Diversity_Chao1,Bacterial_Diversity_Shannon,Fungal_Diversity_Chao1,Fungal_Diversity_Shannon,Total_PLFAs,Gram_Positive_PLFAs,Gram_Negative_PLFAs,Fungal_PLFAs,Bacterial_PLFAs,Actinomycetes_PLFAs,NDVI,EVI,SAVI,NDWI,NDRE,Canopy_Temperature,CIG,CIRE,Calcium_Mehlich3,Calcium_Saturation,Magnesium_Saturation,Sodium_Saturation,Potassium_Saturation,Hydrogen_Saturation,Water_Extractable_Nitrate,Water_Extractable_Organic_Carbon,Water_Extractable_Organic_Nitrogen,Water_Extractable_NH4,Water_Extractable_CN_Ratio,Aggregate_Stability,Soil_Respiration,Infiltration_Rate,Nematode_Maturity_Index,Nematode_Plant_Parasitic_Index,Nematode_Channel_Index,Nematode_Basal_Index,Nematode_Enrichment_Index,Nematode_Structure_Index,Nematode_Total_Biomass_mg,Total_Cost,Total_Return,Net_Profit,Benefit_Cost_Ratio,System_Benefit_USD_ha,Off_Season_Contribution_Pct,System_Water_Use_Efficiency,Phosphorus_Uptake,Nitrogen_Uptake,Potassium_Uptake,Sulphur_Uptake,Calcium_Uptake,Magnesium_Uptake,Boron_Uptake,Chlorine_Uptake,Copper_Uptake,Iron_Uptake,Manganese_Uptake,Molybdenum_Uptake,Zinc_Uptake,Irrigation_Method,Irrigation_mm,Sowing_Density,Harvest_Density,Cultivation_Method,N_Fixation,Soil_pH_CaCl2,Soil_pH_KCl
PAPER_44f1f89a2d18,10.5281/zenodo.21426520,,2026.0,Makhammadiyeva Adiba Omonkhonovna; Isroil Khamrayevich Sattarov,,THE EFFECT OF SOWING DATES AND SEEDING RATES ON THE LEAF AREA FORMATION OF OIL FLAX VARIETIES UNDER RAINFED CONDITIONS OF JIZZAKH REGION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_23cb21a6adb2,10.5281/zenodo.13293426,,2021.0,"AA, Kandil",,Effect of bio and mineral nitrogen fertilization on growth and quality of some sugar beet cultivars,,,,,,,,,,,Split Plot;Split-Split Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_ff84688bd55c,10.21498/2518-1017.20.1.2024.300136,,2024.0,"Zaima, O. A.; Derhachov, O. L.; Siroshtan, A. A.; Pravdziva, I. V.; Khomenko, T. M.",,Yield and quality of winter wheat grain under different cultivation technologies,,Wheat;Maize;Soybean;Sunflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_aa99d81aff3d,10.17770/etr2024vol1.7983,,2024.0,"Janceva, Sarmite; Andersone, Anna; Zaharova, Natalija; Nikolajeva, Vizma; Svarta, Agrita",,Soil amendments based on forest logging residues on dill (Anethum graveolens L.) productivity and composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_16d872bc4653,10.5281/zenodo.8268,,2013.0,"Onwonga, Richard N.; Lelei, Joyce J.; Macharia, Joseph K.",,"Comparative Effects of Soil Amendments on Phosphorus Use and Agronomic Efficiencies of Two Maize Hybrids in Acidic Soils of Molo County, Kenya",,Maize,,,,,,,,,Randomized Complete Block Design;Split Plot;Factorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_53013ff39829,10.5281/zenodo.10398506,,2023.0,"Thakur, Amod Kumar; Mandal, Krishna Gopal; Verma, Om Prakash",,"Rice Physiology, Yield and Water Productivity Improvements Through Modifying Cultivation Practices and Water Management",,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_9a475d003a85,10.5281/zenodo.18939280,,2011.0,"Konaté, Diallo; Coulibaly, Diabate; Diarra, Salamou; Traoré, Ibrahima",,Low-Cost Irrigation Systems for Drought-Prone Areas in Mali: A Technological Design Approach,,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_748a7992d908,10.25081/ia.2023-018,,2023.0,"Okumu, Oliver; Muthomi, James; Ojiem, John; Nderitu, John",,Residual Effects of Lablab Green Manure on Root Rot Pathogens and Performance of Common Bean (Phaseolus Vulgaris L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_e455db374236,10.5281/zenodo.18520567,,2026.0,Abdujabborov Abdulhamid A bdufattoh ugli; Begmatov Ilhom Abduraimovich; Ismoilov Shukhratbek Ilhomjon ugli,,SCIENTIFIC EVALUATION OF WATER-SAVING TECHNOLOGY: GERMAN POROUS HOSES IN SUBSOIL IRRIGATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_70d455ad942d,10.12692/ijb/15.1.208-216,,2019.0,"Amina, Batool",,"Effect of varied seed rate on growth, yield and yield attributes of different wheat (Triticum aestivum L.) genotypes of Pothohar region",,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_b8bc05395b13,10.59324/ejaset.2025.3(6).02,,2025.0,"Istamov, Ravshan",,Water Resource Management in Fergana Valley Irrigation Systems: GIS Technologies Implementation to Enhance Optimization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_ccefb91b929d,10.5281/zenodo.5814302,,2009.0,Krishna Rani; Kalpana S.,,"Application of coal fly ash, cow dung and grass cuttings mix in cultivation of few vegetables of Solαnαceαe family",,Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_5bcd26e69755,10.5281/zenodo.21202728,,2026.0,Xoliqulova Nasiba Sherali qizi; Ibrohimov Bahodir Akmalovich,,BROKKOLI (BRASSICA OLERACEA VAR. ITALICA) YETISHTIRISHDA MAQBUL EKISH MUDDATLARINI O'RGANISH,,Cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_273daf93c079,10.5061/dryad.b8gtht7jv,,2023.0,"Liao, Guitang; Li, Tinxua",,Rice yield and nutrient balance in southwest China,,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_5cf082b4ace7,10.5281/zenodo.10400112,,2023.0,"Paul, Priya Lal Chandra; Bell, Richard W; Barrett-Lennard, Edward G; Mainuddin, Mohammed; Maniruzzaman, Md; Hossain, Md Belal; Roy, Debjit; Yesmin, Shetara; Debnath, Aishik",,Biochar and water salinity impacts on soil physico-chemical properties and yield of Boro rice in the coastal saline area of the Ganges Delta,,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_1cf5b6e4386a,10.5281/zenodo.1000231,,2015.0,"Alireza Saberi,",,The effects of sowing date on yield of silage corn hybrids,,Maize,,,,,,,,,Randomized Complete Block Design;Split Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_c63f7641d35c,10.18420/giljt2025_36,,2025.0,"Matavel, Custodio Efraim; Meyer-Aurich, Andreas",,Data-driven nitrogen management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_2a8b45f8d700,10.5281/zenodo.20539113,,2026.0,"Witsoe, Joshua; Haberey, Pascale; Hodel, Daniela; Collet, Lutz; Keller, Martina",,Vegetable Crop Parameter Dataset from Field Experiments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_dd877ee50189,10.5281/zenodo.8257144,,2021.0,"Liedschulte, Verena; Battey, James Nicolas Duncan; H; Laparra, el`ene; Kleinhans, Samuel; Bovet, Lucien; Goepfert, Simon",,Fig. 6 in Zinc uptake and HMA4 activity are required for micro- and macroelement balance in tobacco (Nicotiana tabacum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_19e65d0ff1eb,10.5281/zenodo.17509948,,2025.0,"Safarov, Fayzulla",,"EFFECT OF PLANT DENSITY AND TRAINING SYSTEMS ON GROWTH, YIELD, AND FRUIT QUALITY OF WATERMELON (CITRULLUS LANATUS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_acf652cff919,10.5281/zenodo.5042785,,2021.0,"Lagogianni, Angeliki; Kalozoumis, Panagiotis",,On farm field experiments testing TOMRES rootstocks under water stress,,Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_b86ea609bb73,10.5281/zenodo.20633607,,2026.0,"Kuziev, Jahongir Madaminovich",,ANALYSIS OF VARIANCE (ANOVA) OF CUCUMBER YIELD UNDER FERTIGATION CONDITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_1f7b51f102f1,10.5281/zenodo.7515056,,2023.0,Dr.V.T. Mammadzade,,THE SOUTH-EASTERN SLOPE OF THE GREATER CAUCASUS THE IMPACT OF MICROMOBIEMENTS TO THE MICROMIOLOGICAL PROCESS AND FERMENTATIVE ACTIVITY ON TERRITORIAL LANDS,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_2efeb402c412,10.5281/zenodo.2257274,,2018.0,Muradov R.; Shaimanov N.,,The results of theoretical research on land leveling of irrigated lands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_bed5c3ee1a40,10.5281/zenodo.7560012,,2023.0,Harutyunyan S.; Ghazaryan G.,,"COEFFICIENTS OF UTILIZATION OF NITROGEN, PHOSPHORUS AND POTASSIUM FROM THE SOIL AND FERTILIZERS BY WINTER WHEAT AND BARLEY IN THE CONDITIONS OF IRRIGATION",,Wheat;Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_3f3dae87266c,10.5281/zenodo.18655518,,2026.0,"Yoriyeva, Nigora",,THE EFFECT OF RESOURCE-SAVING IRRIGATION ON WINTER WHEAT YIELD AND WATER USE EFFICIENCY: A FIELD STUDY,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_f12513152f59,10.21498/2518-1017.21.4.2025.346239,,2025.0,"Сіроштан, Андрій; Листуха, Михайло",,"The peculiarities of the formation of yield and sowing qualities of soft winter wheat seeds depending on the preceding crop, sowing date and fertilisers",,Wheat;Soybean;Sunflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
